Chainage,J1_Dip_deg,J1_DipDir_deg,J1_Strike_deg,J1_Spacing_cm,J1_Persistence_m,J1_Roughness_ord,J1_Roughness_label,J1_Aperture_mm,J1_Infill_label,J1_Infill_present,J1_Weathering_ord,J1_Weathering_label,J2_Dip_deg,J2_DipDir_deg,J2_Strike_deg,J2_Spacing_cm,J2_Persistence_m,J2_Roughness_ord,J2_Roughness_label,J2_Aperture_mm,J2_Infill_label,J2_Infill_present,J2_Weathering_ord,J2_Weathering_label,J3_Dip_deg,J3_DipDir_deg,J3_Strike_deg,J3_Spacing_cm,J3_Persistence_m,J3_Roughness_ord,J3_Roughness_label,J3_Aperture_mm,J3_Infill_label,J3_Infill_present,J3_Weathering_ord,J3_Weathering_label,J1_Dip_deg_roll5_std,J1_Dip_deg_delta,J1_DipDir_deg_roll5_std,J1_DipDir_deg_delta,J1_Spacing_cm_roll5_std,J1_Spacing_cm_delta,J1_Persistence_m_roll5_std,J1_Persistence_m_delta,J1_Roughness_ord_roll5_std,J1_Roughness_ord_delta,J1_Weathering_ord_roll5_std,J1_Weathering_ord_delta,J2_Dip_deg_roll5_std,J2_Dip_deg_delta,J2_DipDir_deg_roll5_std,J2_DipDir_deg_delta,J2_Spacing_cm_roll5_std,J2_Spacing_cm_delta,J2_Persistence_m_roll5_std,J2_Persistence_m_delta,J2_Roughness_ord_roll5_std,J2_Roughness_ord_delta,J2_Weathering_ord_roll5_std,J2_Weathering_ord_delta,J3_Dip_deg_roll5_std,J3_Dip_deg_delta,J3_DipDir_deg_roll5_std,J3_DipDir_deg_delta,J3_Spacing_cm_roll5_std,J3_Spacing_cm_delta,J3_Persistence_m_roll5_std,J3_Persistence_m_delta,J3_Roughness_ord_roll5_std,J3_Roughness_ord_delta,J3_Weathering_ord_roll5_std,J3_Weathering_ord_delta,Avg_Weathering,Avg_Spacing,Avg_Roughness,Spacing_Trend5,Weathering_Trend5,In_Fault_Zone,Precursor_Zone,Fault_Ahead_Label,Predicted_Fault_Probability,Predicted_Fault_Ahead,CV_Probability_RandomForest,CV_Probability_ExtraTrees,CV_Probability_GradientBoosting,CV_Probability_LogisticRegression,CV_Probability_SVM_RBF,CV_Probability_KNN,CV_Probability_XGBoost
970.0,70.0,280.0,186.66666666666669,200.0,33.86666666666667,3.0,Not Recorded,0.03333333333333333,None,0,1.0,Not Recorded,45.0,330.0,70.0,200.0,33.86666666666667,2.6666666666666665,Not Recorded,0.03333333333333333,None,0,1.25,Not Recorded,65.0,70.0,165.0,200.0,33.86666666666667,3.0,Not Recorded,0,None,0,0,0,7.416198487095662,-5.0,18.16590212458495,10.0,60.166435825965294,-60.0,77.51206931110077,33.06666666666667,0.7071067811865476,0.5,0.0,0.0,14.404860290887934,-40.0,115.75836902790225,60.0,90.9945053286186,-60.0,162.1936729825043,33.06666666666667,0.7226494462892933,0.16666666666666652,0.22360679774997894,0.125,6.519202405202649,-10.0,89.61026726887941,-200.0,59.329587896765304,-60.0,77.5120693111007,33.06666666666667,0.6708203932499369,0.5,0.0,0.0,0.75,200.0,2.888888888888889,9.333333333333332,-0.016666666666666673,0,0,0,0.22382255218544467,0,0.07893936825847309,0.2378026173403756,0.007663479315718319,0.00024328342489587598,0.005548171695632777,0.0,0.004844994
975.5,65.0,270.0,268.33333333333337,150.0,66.93333333333334,3.5,Not Recorded,0.06666666666666667,None,0,1.0,Not Recorded,45.0,320.0,35.0,130.0,66.93333333333334,2.8333333333333335,Not Recorded,0.06666666666666667,None,0,1.375,Not Recorded,40.0,75.0,225.0,150.0,66.93333333333334,3.5,Not Recorded,0,None,0,0,0,7.416198487095662,-5.0,18.16590212458495,-10.0,60.166435825965294,-50.0,36.969657227996564,33.06666666666667,0.651920240520265,0.5,0.0,0.0,16.583123951777,0.0,114.54256850621083,-10.0,76.81145747868608,-70.0,36.969657227996414,33.06666666666667,0.7397447007057383,0.16666666666666696,0.19764235376052366,0.125,12.747548783981962,-25.0,88.43076387773658,5.0,59.329587896765304,-50.0,36.969657227996365,33.06666666666667,0.6519202405202649,0.5,0.0,0.0,0.7916666666666666,143.33333333333334,3.277777777777778,4.666666666666669,-0.008333333333333349,0,0,0,0.20598026211539586,0,0.13439202457216198,0.27229633831474614,0.005516299244804255,6.1282659709393e-05,0.0006178500058835904,0.0,0.004910648
981.0,75.0,260.0,350.0,100.0,100.0,4.0,Rough,0.1,Silty Clay,1,1.0,Fresh,70.0,350.0,0.0,60.0,100.0,3.0,Rough to slightly rough,0.1,Silty Clay,1,1.5,Fresh to Slightly Weathered,70.0,80.0,0.0,100.0,100.0,4.0,Rough,0,None,0,0,0,4.999999999999999,10.0,15.165750888103101,-10.0,60.166435825965294,-50.0,36.969657227996564,33.06666666666666,0.651920240520265,0.5,0.0,0.0,17.10263137648707,25.0,114.54256850621083,30.0,76.81145747868608,-70.0,36.969657227996414,33.06666666666666,0.5892556509887897,0.16666666666666652,0.19764235376052366,0.125,13.509256086106296,30.0,85.84870412533901,5.0,59.329587896765304,-50.0,36.969657227996365,33.06666666666666,0.6519202405202649,0.5,0.0,0.0,0.8333333333333334,86.66666666666667,3.6666666666666665,0.0,0.0,0,0,0,0.22949129710466604,0,0.08985622368055847,0.23233727302198423,0.006355557955478974,0.0001965552622443962,0.005196932689014196,0.0,0.0022452616
993.0,60.5,295.0,290.0,1100.0,100.0,3.0,Rough to Slightly Rough,0.55,Silty Clay,1,1.5,Fresh to Slightly Weathered,65.5,335.0,330.0,1000.0,100.0,3.0,Rough to Slightly Rough,0.55,Silty Clay,1,1.5,Fresh to Slightly Weathered,70.0,0.5,0.0,1000.0,100.0,3.0,Rough to Slightly Rough,0,None,0,0,0,6.34822809924155,-14.5,13.228756555322953,35.0,416.79731285122267,1000.0,43.11365857307354,0.0,0.5700877125495691,-1.0,0.22360679774997894,0.5,17.198837169994952,-4.5,30.495901363953813,-15.0,381.96858509568557,940.0,43.11365857307342,0.0,0.21730674684008855,0.0,0.16298006013006616,0.0,13.874436925511608,0.0,100.89747271364135,-79.5,372.5855606434581,900.0,43.113658573073394,0.0,0.570087712549569,-1.0,0.0,0.0,1.0,1033.3333333333333,3.0,168.0,0.06666666666666668,0,0,0,0.30706492790583645,0,0.23955743521498443,0.4033145006372063,0.00728528304243304,0.00010497207709461323,0.07817308213233198,0.2857142857142857,0.008966808
1007.0,65.0,320.0,240.0,200.0,100.0,2.0,slightly rough,0.1,None,0,1.5,Fresh to Slightly Weathered,65.0,100.0,320.0,200.0,100.0,2.0,slightly rough,0.1,None,0,1.5,Fresh to Slightly Weathered,45.0,170.0,100.0,200.0,100.0,2.0,slightly rough,0,None,0,0,0,5.54977477020464,4.5,23.45207879911715,25.0,421.30748865881793,-900.0,29.57572578239724,0.0,0.7416198487095664,-1.0,0.27386127875258304,0.0,12.116104984688768,-0.5,105.09519494249011,-235.0,385.64232132897445,-800.0,29.575725782397082,0.0,0.41499665326629126,-1.0,0.11180339887498937,0.0,14.404860290887934,-25.0,60.29344906372498,169.5,376.82887362833543,-800.0,29.57572578239706,0.0,0.7416198487095663,-1.0,0.0,0.0,1.0,200.0,2.0,-11.999999999999977,0.05833333333333333,0,0,0,0.24661088185200644,0,0.14716576938317766,0.3194451241448075,0.0016271385818576434,4.708452739297224e-07,0.061814752594302184,0.14285714285714285,0.0035733604
1045.0,30.0,175.0,219.0,200.0,300.0,3.0,Rough to Slightly rough,0.1,Silt & clay,1,1.5,Fresh to Slightly weathered,75.0,270.0,283.0,600.0,100.0,3.0,Rough to Slightly rough,0.1,Silt & clay,1,1.0,Fresh,75.0,355.0,110.0,200.0,100.0,3.0,Rough to Slightly rough,0,None,0,0,0,17.111399708965948,-35.0,54.93177586788907,-145.0,421.30748865881793,0.0,94.23382737755175,200.0,0.7416198487095664,1.0,0.27386127875258304,0.0,11.414902540100814,10.0,102.34744745229361,170.0,396.3836525387998,400.0,14.787862891198339,0.0,0.43461349368017677,1.0,0.2165063509461096,-0.5,16.20185174601965,30.0,136.32149500353933,185.0,376.82887362833543,0.0,14.787862891198333,0.0,0.7416198487095663,1.0,0.0,0.0,0.8333333333333334,333.3333333333333,3.0,26.66666666666668,0.016666666666666673,0,0,0,0.3447782390708576,0,0.2330206160935606,0.4097331009831955,0.18170956524649842,0.013861044167194213,0.16748495034061994,0.2857142857142857,0.07834072
1136.2,60.0,250.0,198.0,156.25,225.5,2.5,Smooth to rough,0.23333333333333334,Hard (crushed rock) & soft (clay & silty clay),1,2.0,Slightly weathered to fresh,65.0,200.0,246.0,456.25,75.5,2.5,Smooth to rough,0.23333333333333334,Hard (crushed rock) & soft (clay & silty clay),1,2.0,Slightly weathered to fresh,30.0,40.0,116.25,156.25,75.5,2.5,Smooth to rough,0,None,0,0,0,16.824089871371942,30.0,55.113519212621505,75.0,420.57438402736796,-43.75,92.9518692657657,-74.5,0.7416198487095664,-0.5,0.35355339059327373,0.5,4.393176527297763,-10.0,103.22305943925514,-70.0,367.00178814278274,-143.75,10.956733089748605,-24.5,0.44721359549995815,-0.5,0.35355339059327373,1.0,19.557607215607945,-45.0,141.0595618878777,-315.0,376.0921595832596,-43.75,10.956733089748607,-24.5,0.7416198487095663,-0.5,0.0,0.0,1.3333333333333333,256.25,2.5,22.58333333333335,0.10833333333333332,0,0,0,0.42974280123097447,0,0.3682929484185395,0.5194384375209116,0.475490602086822,0.8433567076944055,0.10031604482995311,0.2857142857142857,0.23600763
1386.0,35.0,80.0,177.0,112.5,151.0,2.5,smooth to slightly rough,0.3666666666666667,Hard (crushed rock) & soft (clay & silty clay),1,2.0,Not Recorded,65.0,250.0,209.0,312.5,51.0,2.5,smooth to slightly rough,0.3666666666666667,Hard (crushed rock) & soft (clay & silty clay),1,2.0,Not Recorded,70.0,190.0,122.5,112.5,51.0,2.5,smooth to slightly rough,0,None,0,0,0,16.280356261458163,-25.0,97.5576752490546,-170.0,418.7406715378863,-43.75,86.60369507128432,-74.5,0.418330013267038,0.0,0.27386127875258304,0.0,4.421538193886832,0.0,87.77812939451375,50.0,310.69478592342034,-143.75,21.913466179497757,-24.5,0.418330013267038,0.0,0.4183300132670377,0.0,19.557607215607945,40.0,140.0617720864619,150.0,374.2074959163699,-43.75,21.913466179497732,-24.5,0.4183300132670378,0.0,0.0,0.0,1.3333333333333333,179.16666666666666,2.5,18.500000000000018,0.09999999999999998,1,0,1,0.7547591451012879,1,0.248340695273358,0.41354619008087407,0.04354594363764984,0.6186724854570949,0.08175981840570366,0.2857142857142857,0.14807816
1484.0,30.0,75.0,156.0,68.75,76.5,2.0,slightly rough,0.5,hard (crushed rock) & soft fillings (Clay to silty clay),1,2.0,Slightly weathered,55.0,260.0,172.0,168.75,26.5,2.0,slightly rough,0.5,hard (crushed rock) & soft fillings (Clay to silty clay),1,2.0,Slightly weathered,55.0,210.0,128.75,68.75,26.5,2.0,slightly rough,0,None,0,0,0,17.102631376487068,-5.0,106.71222985206522,-5.0,57.043021045523176,-43.75,92.17062981232142,-74.5,0.418330013267038,-0.5,0.27386127875258304,0.0,7.071067811865477,-10.0,70.21395872616783,10.0,180.63473157175505,-143.75,31.94409178549285,-24.5,0.418330013267038,-0.5,0.44721359549995787,0.0,18.371173070873837,-15.0,112.33877335986894,20.0,57.043021045523176,-43.75,31.944091785492812,-24.5,0.4183300132670378,-0.5,0.0,0.0,1.3333333333333333,102.08333333333333,2.0,-186.24999999999997,0.06666666666666665,1,1,1,0.7139888611120407,1,0.3834351298906709,0.4923830785925211,0.9094197817702939,0.0031458851383682185,0.341334402932109,0.42857142857142855,0.18764408
1546.8,35.0,80.0,135.0,25.0,2.0,2.5,Moderate,2.0,Silt & clay,1,1.5,Fresh to Slightly weathered,60.0,255.0,135.0,25.0,2.0,2.5,Moderate,2.0,Silt & clay,1,2.0,Slightly weathered,65.0,215.0,135.0,25.0,2.0,2.5,Moderate,0,None,0,0,0,12.54990039801113,5.0,78.1504958397578,5.0,69.17482381618329,-43.75,117.79484284127211,-74.5,0.35355339059327406,0.5,0.27386127875258304,-0.5,7.416198487095665,5.0,27.294688127912362,-5.0,227.28870682460226,-143.75,38.73790133706254,-24.5,0.35355339059327406,0.5,0.44721359549995787,0.0,17.81852968120546,10.0,111.83693486500782,5.0,69.17482381618329,-43.75,38.73790133706248,-24.5,0.3535533905932738,0.5,0.0,0.0,1.1666666666666667,25.0,2.5,-34.999999999999986,0.03333333333333335,1,0,1,0.686837518312642,1,0.30705158695972484,0.501528475996448,0.006391209491677794,0.09788918360037113,0.48325479856594433,0.42857142857142855,0.05312541
1581.0,35.0,80.0,270.0,100.0,1.0,2.5,Moderate,0.0,Silt & clay,1,1.5,Fresh to Slightly weathered,60.0,260.0,60.0,100.0,1.0,2.5,Moderate,0.0,Silt & clay,1,1.5,Fresh to Slightly weathered,70.0,215.0,60.0,100.0,1.0,2.5,Moderate,0,None,0,0,0,11.93733638631332,0.0,76.61592523751182,0.0,49.0933422166387,75.0,97.36696051536167,-1.0,0.22360679774997946,0.0,0.27386127875258304,0.0,4.183300132670381,0.0,25.495097567963924,5.0,172.58376589355095,75.0,32.176466555543215,-1.0,0.22360679774997946,0.0,0.22360679774997883,-0.5,16.80773631397161,5.0,75.61415211453475,0.0,49.0933422166387,75.0,32.176466555543115,-1.0,0.22360679774997896,0.0,0.0,0.0,1.0,100.0,2.5,-46.66666666666665,0.033333333333333326,1,0,1,0.5781722980602532,1,0.29960778930415016,0.4544461343385543,0.008329346981278215,0.7934251681948262,0.48170723213292344,0.14285714285714285,0.055206947
1589.0,35.0,85.0,253.33333333333334,600.0,300.0,3.0,Slightly rough to rough,0.1,Silt & clay,1,1.5,Fresh to Slightly weathered,60.0,265.0,120.0,800.0,100.0,2.0,Slightly rough,0.1,Silt & clay,1,1.5,Fresh to Slightly weathered,70.0,200.0,113.33333333333334,600.0,100.0,2.0,Slightly rough,0,None,0,0,0,2.236067977499777,0.0,3.5355339059327378,5.0,236.51109910530627,500.0,124.87213460175973,299.0,0.35355339059327406,0.5,0.27386127875258304,0.0,3.5355339059327417,0.0,5.70087712549569,5.0,308.7272258807117,700.0,41.20740224765438,99.0,0.2738612787525834,-0.5,0.2738612787525829,0.0,6.519202405202649,0.0,10.8397416943394,-15.0,236.51109910530627,500.0,41.20740224765431,99.0,0.27386127875258304,-0.5,0.0,0.0,1.0,666.6666666666666,2.3333333333333335,82.08333333333334,-0.06666666666666665,1,0,1,0.7154635008014179,1,0.5299091545231613,0.5846806132579561,0.7428810707996893,0.0033483574016342043,0.03754379508209438,0.0,0.5505432
1591.5,35.0,80.0,236.66666666666666,400.0,151.0,2.0,undulated and smooth to slightly rough,0.1,Hard (crushed rock) & soft (clay & silty clay) fillings,1,2.0,Slightly weathered to fresh,55.0,250.0,180.0,0.1,0.3,2.5,Smooth to Slightly rough,0.1,Crushed rock & silty clay,1,2.0,Slightly weathered to fresh,65.0,200.0,166.66666666666669,0.1,0.3,2.5,Smooth to Slightly rough,0,None,0,0,0,2.236067977499777,0.0,3.5355339059327378,-5.0,250.17181595855277,-200.0,124.87213460175973,-149.0,0.418330013267038,-1.0,0.27386127875258304,0.5,2.738612787525836,-5.0,5.70087712549569,-15.0,331.58709564758396,-799.9,42.83028134392758,-99.7,0.2738612787525834,0.5,0.2738612787525829,0.5,6.123724356957945,-5.0,7.582875444051551,0.0,249.65576700729346,-599.9,42.8302813439275,-99.7,0.27386127875258304,0.5,0.0,0.0,1.3333333333333333,133.4,2.3333333333333335,-9.153333333333308,0.0,1,0,1,0.7965872385158469,1,0.5751248703569584,0.6293725182096671,0.969053844701613,0.010235818971832546,0.12709678571949942,0.2857142857142857,0.47241005
